GameID,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,home_Possessions,home_FantasyPoints,home_Minutes,home_Seconds,home_FieldGoalsMade,home_FieldGoalsAttempted,home_FieldGoalsPercentage,home_EffectiveFieldGoalsPercentage,home_TwoPointersMade,home_TwoPointersAttempted,home_TwoPointersPercentage,home_ThreePointersMade,home_ThreePointersAttempted,home_ThreePointersPercentage,home_FreeThrowsMade,home_FreeThrowsAttempted,home_FreeThrowsPercentage,home_OffensiveRebounds,home_DefensiveRebounds,home_Rebounds,home_Assists,home_Steals,home_BlockedShots,home_Turnovers,home_PersonalFouls,home_Points,home_TrueShootingAttempts,home_TrueShootingPercentage,home_FantasyPointsFanDuel,home_FantasyPointsDraftKings,home_FantasyPointsYahoo,home_PlusMinus,home_DoubleDoubles,home_TripleDoubles,home_FantasyPointsFantasyDraft,away_Possessions,away_FantasyPoints,away_Minutes,away_Seconds,away_FieldGoalsMade,away_FieldGoalsAttempted,away_FieldGoalsPercentage,away_EffectiveFieldGoalsPercentage,away_TwoPointersMade,away_TwoPointersAttempted,away_TwoPointersPercentage,away_ThreePointersMade,away_ThreePointersAttempted,away_ThreePointersPercentage,away_FreeThrowsMade,away_FreeThrowsAttempted,away_FreeThrowsPercentage,away_OffensiveRebounds,away_DefensiveRebounds,away_Rebounds,away_Assists,away_Steals,away_BlockedShots,away_Turnovers,away_PersonalFouls,away_Points,away_TrueShootingAttempts,away_TrueShootingPercentage,away_FantasyPointsFanDuel,away_FantasyPointsDraftKings,away_FantasyPointsYahoo,away_PlusMinus,away_DoubleDoubles,away_TripleDoubles,away_FantasyPointsFantasyDraft
20240,DEN,POR,144,130,87.7,234.4,239,0,45.8,90.5,50.2,56.8,33.8,54.7,61.5,11.9,35.8,33.1,15.9,16.9,93.6,15.9,31.8,47.8,33.8,3.0,5.9,10.9,19.9,119.4,98.0,60.6,243.4,254.2,243.4,59.7,2.0,1.0,252.7,87.7,186.5,239,0,36.8,79.6,46.0,52.2,26.9,51.7,51.6,9.9,27.9,35.5,23.9,29.8,79.6,12.9,23.9,36.8,13.9,6.9,4.0,7.9,15.9,107.5,92.7,57.8,197.4,197.3,197.4,-59.7,0.0,0.0,197.3
20227,BOS,LAL,174,189,85.9,205.8,213,0,36.4,86.1,37.6,44.8,22.2,43.5,45.3,14.2,42.6,29.6,5.5,5.5,88.8,12.4,35.5,48.0,26.6,3.2,10.7,13.3,16.9,93.2,88.9,46.6,220.0,222.0,220.0,-40.0,0.0,0.0,222.0,85.9,213.5,213,0,33.7,83.5,35.9,45.4,16.9,51.5,29.1,16.9,32.0,46.9,16.9,23.1,64.9,13.3,32.9,46.2,26.6,8.7,1.6,5.5,6.3,101.2,93.6,48.0,225.0,230.0,225.0,40.0,1.6,0.0,230.0
20228,NY,IND,181,174,137.7,313.6,337,0,57.5,144.5,55.8,61.3,46.3,91.2,71.3,11.2,53.3,29.6,26.7,35.1,106.6,33.7,50.5,84.2,21.0,11.2,13.8,14.0,19.6,152.9,159.9,67.1,334.6,334.6,334.6,28.1,3.9,0.0,334.6,137.7,297.9,337,0,58.9,130.5,63.4,72.4,40.7,84.2,67.8,18.2,46.3,55.3,11.2,18.2,86.3,12.6,49.1,61.7,29.5,12.6,12.6,18.2,35.1,147.3,138.5,74.8,323.1,319.2,323.1,-28.1,0.0,0.0,319.2
20229,UTA,PHI,205,210,65.1,168.0,165,0,30.9,59.8,35.5,40.3,22.7,35.0,44.4,5.7,24.7,22.9,15.1,17.2,60.5,4.7,22.7,29.5,24.7,1.4,4.2,4.2,10.3,85.2,67.3,43.5,176.3,178.8,176.3,-10.3,0.9,0.0,178.8,65.1,168.7,165,0,32.3,64.6,34.4,39.4,22.7,42.6,36.5,6.6,22.0,30.1,13.1,14.4,62.2,4.7,20.6,27.5,18.5,2.8,5.2,1.9,15.1,87.2,70.9,42.4,180.3,176.2,180.3,10.3,0.0,0.0,176.2
20230,MEM,CLE,167,179,87.6,196.1,214,0,33.0,80.2,36.6,42.6,22.3,46.3,42.9,10.7,33.9,28.2,13.4,15.1,78.6,5.6,32.1,38.3,22.3,7.1,10.7,10.7,16.9,90.0,86.9,46.2,214.8,208.7,214.8,-31.2,0.0,0.0,208.7,87.6,194.8,214,0,36.5,76.6,42.5,49.7,24.1,45.4,47.1,12.5,31.2,35.6,10.7,16.0,59.4,7.9,33.9,42.8,23.2,4.8,6.4,12.5,14.3,96.2,83.7,51.1,207.2,210.7,207.2,31.2,0.8,0.0,210.7
20217,CHA,CHI,123,131,121.8,268.4,311,77,52.0,117.0,57.7,69.3,31.2,57.2,70.8,20.8,59.8,45.2,18.2,22.1,107.1,11.7,40.3,52.0,32.5,6.8,10.1,11.7,23.4,143.0,126.7,73.3,281.4,289.2,281.4,-45.5,1.7,0.0,289.2,121.8,292.2,312,0,58.5,113.1,67.2,74.8,44.2,75.4,76.2,14.3,37.7,49.3,20.8,28.6,94.5,14.3,42.9,57.2,36.4,6.8,11.8,11.7,16.9,152.1,125.7,78.8,306.5,310.0,306.5,45.5,1.7,0.0,310.0
20218,CLE,DET,143,135,30.1,73.4,75,0,14.8,27.9,16.6,18.7,11.0,17.0,20.3,1.2,11.0,10.8,2.2,2.3,30.0,1.0,2.3,10.4,2.6,1.3,0.5,0.9,1.5,40.2,31.1,20.3,79.0,77.6,79.0,11.0,0.1,0.0,77.6,30.1,65.5,75,0,14.1,25.4,17.5,20.5,2.9,15.7,18.2,1.6,3.1,16.2,1.5,1.9,24.8,0.7,2.8,11.0,2.7,0.8,0.3,1.7,1.7,38.0,28.1,21.2,68.9,71.2,68.9,-11.0,0.0,0.0,71.2
20219,WAS,LAC,122,140,108.8,226.7,262,64,49.4,106.5,50.9,56.5,39.5,74.7,58.1,10.9,31.8,34.0,11.0,16.5,73.2,13.2,36.2,49.4,20.9,4.8,11.0,14.3,20.9,119.7,113.8,57.9,242.1,241.3,242.1,-87.8,0.0,0.0,241.3,108.8,273.3,264,0,51.6,109.8,51.6,58.2,38.4,76.9,54.9,13.2,32.9,43.9,20.9,24.2,94.9,19.8,37.3,57.1,27.4,10.9,8.4,9.6,17.6,137.2,120.4,62.7,290.9,287.1,290.9,87.8,0.0,0.0,287.1
20220,BKN,PHO,134,152,164.6,346.8,401,0,78.6,157.2,83.6,97.8,51.8,92.0,94.3,26.8,65.2,68.6,16.7,21.7,128.6,13.4,31.8,45.1,46.8,18.4,2.8,18.4,40.1,200.6,166.7,100.8,366.8,371.6,366.8,-133.8,0.0,0.0,371.6,164.6,411.1,401,0,81.9,132.1,103.7,118.5,58.5,85.3,114.7,23.4,46.8,83.6,40.1,53.5,125.4,15.0,55.2,70.2,58.5,14.0,10.0,25.1,20.1,227.4,155.6,122.2,429.5,441.4,429.5,133.8,2.8,0.0,441.4
20221,MIA,SAC,129,119,90.8,222.6,229,0,40.2,80.3,47.8,54.6,27.7,53.5,49.5,12.4,26.8,44.4,17.2,22.0,74.9,6.4,40.2,46.8,36.3,2.7,1.8,7.3,15.3,109.9,90.0,58.5,227.3,236.4,227.3,43.0,0.9,0.0,236.4,90.8,197.7,229,0,39.2,88.9,42.2,48.3,27.7,50.7,52.3,11.5,38.2,28.7,11.5,17.2,63.8,11.5,30.6,42.1,24.9,5.5,2.7,8.2,16.3,101.3,96.5,50.2,206.3,214.1,206.3,-43.0,0.9,0.9,212.7
20222,HOU,NO,111,123,161.8,318.8,417,0,60.9,151.3,69.9,84.0,38.3,74.8,89.0,22.6,76.5,51.3,27.8,29.6,163.6,15.1,41.7,50.4,33.0,19.1,6.0,15.1,36.5,172.2,164.3,91.1,341.4,339.5,341.4,-95.6,3.0,0.0,339.5,161.8,363.8,417,0,71.3,142.6,87.0,97.6,52.2,83.5,108.7,19.1,59.1,56.3,29.6,41.7,123.1,20.9,76.5,97.4,34.8,9.1,10.4,27.8,38.3,191.3,161.0,103.5,379.4,397.4,379.4,95.6,6.0,0.0,397.4
20223,MIN,DAL,135,97,94.1,236.8,246,0,46.0,81.8,57.5,66.5,32.7,51.2,65.5,13.3,30.7,44.3,18.4,30.7,61.4,9.4,36.8,46.0,31.7,6.3,4.2,10.2,24.6,123.8,95.3,66.6,247.1,250.9,247.1,173.9,0.0,0.0,250.9,94.1,154.7,246,0,31.7,77.7,41.7,45.7,25.6,48.1,54.4,6.3,29.7,21.2,19.4,26.6,74.8,9.4,22.5,31.7,18.4,4.2,4.2,16.4,24.6,89.0,89.5,50.8,162.9,169.1,162.9,-173.9,1.0,0.0,169.1
20224,SA,ORL,110,121,150.6,310.8,369,0,55.3,123.0,69.2,76.8,41.5,75.3,84.7,13.8,47.6,44.6,26.1,36.9,108.8,10.8,52.3,63.0,36.9,13.8,13.8,26.1,30.7,150.6,139.2,83.2,338.4,336.2,338.4,-76.8,2.4,0.0,336.2,150.6,338.9,369,0,63.0,132.2,73.3,78.7,52.3,101.4,79.2,10.8,30.7,53.8,29.2,35.4,127.0,18.4,50.7,69.2,44.6,15.4,11.8,23.1,30.7,166.0,147.7,86.4,362.0,359.3,362.0,76.8,0.0,0.0,359.3
20225,OKC,DEN,117,112,75.9,177.0,197,0,30.4,71.4,34.9,39.7,21.3,50.1,35.0,7.4,21.3,34.7,16.4,20.5,65.7,12.3,31.2,43.5,19.7,1.3,6.1,7.4,11.5,86.2,80.5,44.0,186.0,189.4,186.0,20.5,0.7,0.0,189.4,75.9,174.0,197,0,30.4,76.4,32.7,38.8,18.1,46.0,32.3,12.3,30.4,33.3,7.4,13.1,56.5,8.1,28.7,38.6,17.2,4.7,6.1,5.4,18.9,82.1,82.1,41.0,187.1,186.6,187.1,-20.5,0.7,0.0,186.6
20226,POR,MIL,133,130,156.7,343.1,385,0,78.6,147.7,85.5,96.0,59.4,102.7,92.8,19.3,44.9,68.9,14.4,14.4,160.5,14.4,48.2,62.6,41.7,14.4,2.6,17.7,32.1,191.0,154.0,99.5,359.2,367.1,359.2,24.1,2.6,0.0,367.1,156.7,344.0,385,0,72.2,147.7,78.5,90.7,51.4,75.4,109.3,20.9,72.2,46.4,20.9,28.9,115.9,16.0,46.5,62.6,43.3,11.2,12.9,20.9,27.3,186.2,160.4,93.1,363.2,367.9,363.2,-24.1,0.0,0.0,367.9
20212,ATL,LAL,199,176,69.0,164.8,156,0,34.5,65.8,34.2,39.3,24.1,41.0,38.2,10.4,24.7,27.4,10.4,11.7,57.9,5.1,22.1,29.9,20.8,4.2,0.8,5.1,11.7,89.8,70.9,41.2,172.6,178.4,172.6,52.1,1.3,0.0,178.4,69.0,146.1,156,0,31.2,58.6,34.7,39.1,23.4,37.1,41.1,5.1,21.5,23.7,5.9,16.3,36.5,3.0,19.5,24.1,18.2,5.1,1.3,5.9,10.4,79.4,65.8,39.3,155.8,155.8,155.8,-52.1,0.0,0.0,155.8
20213,BOS,IND,186,179,140.8,336.5,344,0,67.4,124.8,77.5,92.4,43.0,73.2,84.4,24.4,51.7,67.7,25.8,31.6,117.4,10.0,47.4,57.4,35.9,12.4,12.9,14.4,23.0,185.1,138.7,95.9,358.0,360.9,358.0,35.9,2.1,0.0,360.9,140.8,342.2,344,0,71.8,155.0,66.4,74.5,54.5,99.0,79.1,17.2,56.0,44.2,17.2,21.5,114.8,27.3,44.5,71.8,47.4,8.2,4.1,10.0,30.1,177.9,164.5,77.6,350.9,363.8,350.9,-35.9,4.1,0.0,363.8
20214,NY,UTA,171,149,40.1,108.9,108,0,19.8,42.2,21.0,23.9,13.9,26.9,23.2,2.6,15.3,17.2,3.4,3.6,42.4,2.8,13.9,20.2,13.0,1.8,1.4,1.0,3.2,53.0,45.8,26.0,116.1,116.6,116.1,33.7,0.4,0.2,116.0,40.1,85.8,108,0,17.5,38.6,20.3,23.5,12.1,22.4,24.2,2.4,16.2,15.0,2.6,3.4,34.3,3.0,12.6,19.3,10.3,0.6,1.0,2.8,3.2,46.2,42.0,24.7,89.4,93.3,89.4,-33.7,0.2,0.0,93.3
20215,CHI,TOR,155,171,120.4,243.0,296,0,46.9,92.5,62.5,72.4,33.3,53.0,77.4,13.6,39.5,42.4,24.7,33.3,91.4,9.1,33.3,40.7,25.9,11.1,11.1,21.0,19.7,131.9,107.1,75.8,265.2,262.3,265.2,-67.8,0.0,0.0,262.3,120.4,275.7,296,0,53.0,102.3,63.9,74.2,35.8,66.6,66.2,17.3,35.8,59.6,22.2,24.7,111.0,11.1,35.8,46.9,41.9,12.3,6.1,23.4,24.7,145.5,113.2,79.0,293.0,300.2,293.0,67.8,1.5,0.0,300.2
20216,GS,PHI,172,155,48.9,116.3,124,0,22.7,40.8,28.7,33.3,15.5,24.3,32.9,3.7,16.5,22.6,4.5,5.1,46.2,2.1,17.5,21.7,16.5,1.6,1.6,4.3,10.3,61.4,45.1,35.1,122.5,125.1,122.5,31.0,0.0,0.0,125.1,48.9,96.1,124,0,20.1,43.9,23.7,27.9,13.4,28.4,24.4,3.5,15.5,22.3,4.3,10.8,39.3,3.5,13.4,20.1,2.9,3.7,0.5,4.3,12.4,55.2,48.6,29.4,104.4,105.4,104.4,-31.0,0.3,0.0,105.4
20200,CHA,NY,140,172,70.5,141.8,186,0,28.7,62.9,35.5,40.3,20.2,38.0,41.2,6.6,24.8,26.7,4.2,10.9,38.8,5.4,24.8,31.8,17.8,2.4,3.6,10.1,10.9,71.4,67.6,41.1,149.5,153.8,149.5,-81.5,0.6,0.0,153.8,70.5,161.3,186,0,34.1,65.2,40.7,46.2,24.8,36.5,52.8,7.2,28.7,25.1,10.1,12.4,63.0,4.2,27.2,32.6,19.4,3.0,1.8,5.4,12.4,87.7,70.6,48.2,167.5,171.1,167.5,81.5,0.0,0.0,171.1
20201,CLE,LAC,179,164,144.6,328.8,358,0,62.7,128.4,72.9,83.3,43.3,68.7,94.1,19.4,59.7,48.5,31.4,38.8,120.6,16.4,52.3,68.7,41.8,13.4,6.7,19.4,26.9,176.2,145.5,90.3,342.2,356.1,342.2,74.6,4.5,0.0,356.1,144.6,305.2,358,0,56.7,119.4,70.9,82.1,40.3,68.7,87.6,16.4,50.8,48.4,31.4,41.8,112.0,13.4,46.3,55.2,41.8,11.9,6.7,17.9,31.4,161.2,137.8,87.2,321.6,327.3,321.6,-74.6,2.2,0.0,327.3
20202,BOS,NO,179,170,69.1,155.6,170,0,30.5,60.3,35.9,43.4,18.4,27.7,47.3,12.1,32.6,26.2,10.6,14.2,53.2,3.0,24.1,28.4,19.1,3.5,2.5,5.5,10.6,83.7,66.5,44.5,164.1,169.1,164.1,21.3,1.0,0.0,169.1,69.1,145.7,170,0,32.6,64.5,35.8,39.7,25.5,39.7,45.6,5.0,24.8,20.3,5.0,6.5,54.5,4.5,22.0,28.4,14.9,3.5,3.0,6.0,7.0,79.4,68.6,41.1,154.9,154.9,154.9,-21.3,0.0,0.0,154.9
20203,BKN,UTA,224,173,146.7,431.1,342,0,77.0,149.6,73.2,86.9,47.0,85.5,78.4,29.9,64.1,66.5,25.6,27.1,134.9,22.8,48.4,71.2,58.4,17.1,12.8,11.4,34.2,209.5,161.5,92.3,461.0,459.6,461.0,235.1,4.1,0.0,459.6,146.7,291.1,342,0,55.6,122.6,64.6,73.0,42.8,84.1,72.4,12.8,38.5,47.5,38.5,48.4,113.1,17.1,45.6,62.7,32.8,6.1,14.2,24.2,20.0,162.4,143.9,80.4,305.4,312.8,305.4,-235.1,0.0,0.0,312.8
20204,MIA,PHO,160,179,87.4,179.3,219,0,30.1,76.5,35.8,43.4,17.3,43.7,36.1,12.8,32.8,35.4,22.8,22.8,91.1,6.6,32.8,40.1,18.2,4.1,4.1,10.0,16.4,95.7,86.5,50.4,188.4,192.7,188.4,-59.2,0.0,0.0,192.7,87.4,222.6,219,0,41.9,85.6,44.5,51.4,29.2,49.2,54.0,12.8,36.4,31.9,10.9,15.5,64.3,8.3,33.7,42.8,27.3,6.6,6.6,5.8,14.6,107.5,92.4,52.9,237.2,234.4,237.2,59.2,0.0,0.0,234.4
20205,HOU,LAL,205,181,176.4,431.5,390,0,84.6,159.4,86.4,96.3,65.1,100.9,104.9,19.5,58.6,54.2,30.9,40.7,123.7,22.8,68.3,91.1,58.6,16.3,5.3,24.4,30.9,219.6,177.3,100.7,451.0,462.9,451.0,130.2,5.3,0.0,462.9,176.4,357.9,390,0,73.2,148.1,80.5,92.9,52.1,91.1,92.9,21.2,56.9,60.4,26.0,42.3,100.1,10.6,50.4,56.9,42.3,16.3,15.9,19.5,21.2,193.6,166.7,94.4,384.0,383.6,384.0,-130.2,2.6,0.0,383.6
20206,MEM,SAC,143,157,80.1,152.9,202,0,25.3,67.4,31.6,37.9,14.3,37.1,32.5,11.0,30.3,30.4,17.7,23.6,63.2,6.4,23.6,31.2,18.5,7.8,0.7,11.8,13.5,79.2,77.8,42.8,163.0,165.9,163.0,-37.9,0.0,0.0,165.9,80.1,171.3,202,0,36.2,70.8,43.2,48.1,27.0,38.8,58.7,7.8,32.0,24.4,4.3,7.1,50.6,7.8,33.7,43.0,20.2,7.1,0.7,16.0,14.3,86.8,74.5,49.1,180.6,187.4,180.6,37.9,0.7,0.0,187.4
20207,OKC,MIN,154,163,142.4,296.6,374,0,54.6,123.2,69.1,83.0,32.8,68.6,74.4,21.8,54.6,62.4,26.5,34.3,120.6,12.5,46.8,59.3,32.8,12.2,10.9,18.7,26.5,157.6,138.3,89.1,315.3,319.8,315.3,-46.8,0.0,0.0,319.8,142.4,308.1,374,0,62.4,129.5,75.2,88.3,40.6,84.2,75.0,21.8,45.2,75.3,20.3,23.4,135.3,14.0,56.2,70.2,32.8,10.9,4.9,20.3,29.6,166.9,139.8,93.3,322.1,337.4,322.1,46.8,4.9,0.0,337.4
20208,SA,WAS,172,179,103.8,232.7,250,61,44.9,96.1,48.8,55.7,32.4,64.8,52.2,12.5,31.4,41.8,15.7,17.8,92.2,10.4,27.2,37.6,32.4,10.4,7.6,14.6,17.8,118.1,104.0,59.4,250.5,249.8,250.5,-26.1,1.1,0.0,249.8,103.8,246.6,250,61,48.1,89.9,55.9,60.7,38.7,63.7,63.4,9.8,26.1,37.6,17.8,25.1,74.0,14.6,32.4,47.0,33.4,9.8,8.7,18.8,15.7,123.3,100.9,63.8,264.4,266.2,264.4,26.1,2.2,0.0,266.2
20209,DAL,ORL,199,196,25.6,56.2,63,0,11.3,18.1,16.3,19.0,2.1,11.0,18.7,0.9,1.9,12.6,2.2,11.3,19.5,0.2,2.2,2.4,1.9,0.4,0.1,1.0,1.6,34.3,23.0,19.5,58.3,61.1,58.3,0.7,0.1,0.0,61.1,25.6,56.7,63,0,11.8,23.1,13.4,16.1,1.9,13.1,14.1,1.2,2.6,12.4,1.4,1.9,19.6,0.8,1.6,2.4,1.9,0.5,0.1,0.8,2.3,33.8,26.3,16.8,58.8,61.0,58.8,-2.6,0.0,0.0,61.0
20210,DEN,MIL,172,163,57.2,132.5,140,0,25.7,53.1,28.3,29.5,23.4,42.6,32.0,1.4,10.5,13.0,12.3,14.0,51.1,3.1,22.2,27.4,16.9,2.4,1.4,2.7,12.8,66.0,59.3,32.5,138.9,140.0,138.9,17.5,0.3,0.3,139.1,57.2,116.2,140,0,21.0,49.1,25.1,30.6,11.7,25.7,26.6,5.5,23.4,23.4,11.1,14.6,44.4,2.4,19.3,23.4,14.0,1.0,2.4,4.1,12.8,62.5,55.5,32.9,122.1,126.4,122.1,-17.5,0.3,0.0,126.4
20211,POR,PHI,198,158,128.8,316.2,328,0,62.9,114.8,74.9,84.6,46.5,76.6,83.0,16.4,38.3,58.6,35.5,39.6,122.6,15.0,38.3,53.3,39.6,13.1,9.3,17.8,32.8,177.7,132.3,91.6,332.6,335.9,332.6,177.7,0.0,0.0,335.9,128.8,243.7,328,0,50.6,113.5,61.0,65.9,43.7,73.8,81.1,9.3,39.6,23.5,34.2,38.3,122.1,16.4,30.1,46.5,23.2,11.2,9.3,19.1,34.2,142.2,130.3,74.5,258.8,259.0,258.8,-177.7,0.0,0.0,259.0
20195,IND,MEM,121,115,114.0,283.0,291,0,53.4,109.2,59.3,67.4,37.6,66.7,68.4,15.8,42.5,45.0,18.2,19.4,113.8,13.3,40.0,53.4,37.6,11.8,8.8,12.1,31.5,140.7,117.7,72.5,300.0,301.4,300.0,36.4,1.5,0.0,301.4,114.0,248.7,291,0,46.1,99.5,56.2,65.1,32.8,63.1,63.0,13.3,36.4,44.5,27.9,37.6,90.0,15.8,38.8,54.6,24.3,7.4,10.3,15.8,24.3,133.4,116.0,69.9,263.2,266.0,263.2,-36.4,0.0,0.0,266.0
20196,ATL,TOR,131,130,43.5,101.1,103,0,18.9,40.8,19.9,21.2,16.3,29.2,24.0,1.1,11.6,4.1,13.7,17.2,34.3,3.7,13.3,21.9,11.6,1.3,0.7,2.6,3.9,54.1,48.3,24.0,105.8,109.1,105.8,0.9,0.7,0.0,109.1,43.5,102.8,103,0,17.6,38.2,19.8,23.1,11.2,24.9,19.2,2.8,13.3,20.8,12.0,13.7,37.5,2.8,13.3,19.7,12.4,2.2,0.6,2.6,12.9,53.6,44.2,26.0,109.3,110.0,109.3,-2.1,0.0,0.0,110.0
20197,DET,OKC,125,108,109.1,264.8,275,0,53.9,108.9,56.7,62.7,41.3,79.1,59.8,12.6,29.8,48.5,17.2,21.8,90.4,17.2,43.5,60.7,30.9,7.9,2.6,10.3,12.6,137.5,118.5,66.5,274.0,281.1,274.0,91.7,1.3,0.0,281.1,109.1,223.6,275,0,50.4,105.4,54.8,59.8,41.3,73.3,64.4,10.5,32.1,32.8,10.5,13.8,76.4,12.6,36.7,49.3,19.5,9.2,6.6,11.5,20.6,119.2,111.5,61.1,237.3,236.4,237.3,-91.7,0.0,0.0,236.4
20198,ORL,PHO,118,102,35.0,85.8,87,0,14.8,33.3,16.1,18.5,10.5,20.3,18.8,1.6,13.0,12.1,2.5,3.4,26.5,1.4,10.5,14.5,10.9,1.6,0.9,0.9,2.8,40.9,37.4,19.8,92.7,90.5,92.7,27.2,0.1,0.0,90.5,35.0,61.3,87,0,14.8,26.4,20.3,21.3,13.4,21.4,22.7,0.5,1.8,10.4,1.6,2.8,20.7,0.8,11.9,14.1,2.5,0.5,0.7,2.9,2.5,35.5,29.8,21.6,64.5,66.7,64.5,-27.2,0.0,0.0,66.7
20199,POR,CHI,100,108,102.6,202.2,259,0,34.5,85.2,43.7,47.8,28.0,49.6,60.9,7.0,35.6,19.6,28.0,31.3,96.7,8.1,44.2,51.7,23.7,2.3,5.8,14.0,22.6,103.5,98.9,56.3,209.8,216.7,209.8,-43.1,1.2,0.0,216.7,102.6,239.9,259,0,45.3,97.0,50.3,55.1,36.7,62.5,63.2,9.3,34.5,27.0,12.9,18.3,76.1,5.8,37.7,43.1,29.1,8.1,10.8,4.6,20.5,112.1,105.1,57.5,258.2,248.5,258.2,43.1,0.0,0.0,248.5
20185,DET,WAS,73,82,163.7,319.5,394,96,60.9,140.0,71.6,81.4,46.1,87.3,87.0,14.8,52.7,46.3,34.6,44.5,128.1,18.1,56.0,74.1,36.2,5.4,13.2,28.0,32.9,171.3,159.6,88.3,336.0,349.6,336.0,-115.3,5.4,0.0,349.6,163.7,388.7,394,97,74.1,164.7,74.1,82.4,56.0,108.7,84.8,18.1,56.0,53.4,28.0,34.6,133.4,26.4,56.0,82.4,42.8,16.5,10.9,14.8,31.3,194.3,179.9,89.1,411.8,411.8,411.8,115.3,2.7,0.0,411.8
20186,NY,MIA,87,76,86.3,212.9,223,0,41.9,81.0,48.1,57.8,26.1,50.3,48.3,15.8,30.7,47.9,16.8,24.2,64.4,10.2,32.6,42.8,23.3,5.2,2.6,6.1,14.0,116.4,91.6,59.1,221.3,226.2,221.3,74.5,0.0,0.0,226.2,86.3,191.4,223,0,38.2,81.9,43.4,50.7,25.1,47.5,49.2,13.0,34.4,35.2,12.1,14.9,75.6,6.9,27.9,35.4,24.2,5.2,3.5,6.9,16.8,101.5,88.5,53.4,200.7,204.8,200.7,-74.5,0.9,0.0,204.8
20187,DEN,PHI,77,73,156.3,360.5,411,0,63.4,140.5,77.3,92.0,41.1,77.1,91.4,22.3,63.4,60.2,41.1,65.1,108.3,22.3,53.1,75.4,42.8,14.7,8.8,12.0,25.7,190.3,169.2,96.5,374.2,383.9,374.2,51.4,2.9,0.0,383.9,156.3,343.3,411,0,73.7,138.8,91.0,97.4,63.4,101.1,107.5,10.3,37.7,46.8,22.3,27.4,139.2,10.3,56.6,66.8,42.8,14.7,10.3,18.9,49.7,180.0,150.9,102.3,362.2,366.4,362.2,-51.4,5.9,0.0,366.4
20188,BKN,HOU,74,73,104.2,204.6,240,0,35.9,73.9,48.5,56.7,24.0,39.9,59.9,12.0,33.9,35.2,22.0,36.9,59.4,2.0,37.9,39.9,24.0,11.0,6.0,19.0,22.0,105.8,90.1,58.5,221.6,223.6,221.6,10.0,1.0,0.0,223.6,104.2,200.6,240,0,36.9,93.8,39.3,44.6,26.9,56.9,47.3,10.0,36.9,26.9,20.0,23.0,86.8,15.0,39.9,54.9,20.0,6.0,3.0,17.0,28.9,103.8,103.9,49.9,209.6,219.8,209.6,-10.0,2.0,0.0,219.8
20189,BOS,LAC,67,80,27.5,56.7,68,0,10.2,28.2,10.2,11.6,2.1,16.9,12.2,0.8,11.3,2.0,1.1,1.3,24.7,1.4,2.7,14.7,1.7,0.2,0.7,0.9,1.0,27.1,30.2,12.7,59.8,60.8,59.8,-26.8,0.1,0.0,60.8,27.5,71.0,68,0,12.7,28.8,12.4,13.8,2.8,17.5,15.9,0.8,11.3,2.0,1.2,1.4,23.5,1.2,12.1,16.4,2.2,0.6,0.6,0.6,1.6,32.4,31.0,14.7,75.5,74.2,75.5,26.8,0.0,0.0,74.2
20190,CHA,UTA,85,94,62.2,146.7,151,0,29.7,58.1,32.2,37.0,21.5,37.9,35.8,5.2,20.2,25.6,6.0,13.3,45.1,3.6,16.4,22.1,22.1,2.8,2.4,4.0,13.9,77.0,63.9,38.1,154.9,156.0,154.9,-37.9,0.4,0.0,156.0,62.2,164.6,151,0,32.8,58.7,35.3,40.7,22.1,32.8,42.5,10.7,25.9,26.2,5.2,10.7,48.3,6.0,21.5,30.9,24.0,2.4,2.4,5.2,11.4,84.6,63.4,42.1,172.1,178.4,172.1,37.9,1.2,0.0,178.4
20191,MIL,NO,98,82,140.0,343.5,323,0,68.7,122.6,75.4,90.2,41.8,62.0,90.8,26.9,60.6,59.8,25.6,33.7,102.4,10.9,52.5,60.6,40.4,16.2,0.0,12.1,33.7,189.9,137.4,93.1,359.6,368.1,359.6,161.6,1.8,0.0,368.1,140.0,270.2,323,0,53.9,114.5,63.4,69.8,41.8,83.5,67.4,12.1,31.0,52.7,37.7,48.5,104.8,12.1,45.8,57.9,26.9,9.1,5.4,18.9,22.9,157.6,135.8,78.0,281.0,290.6,281.0,-161.6,1.8,0.0,290.6
20192,SA,MIN,79,78,50.9,127.1,135,0,25.9,47.4,30.9,34.9,18.6,30.5,34.5,4.1,16.9,24.4,2.5,4.8,30.1,4.5,14.1,22.0,19.7,2.2,2.2,4.8,4.5,63.7,51.1,35.2,135.0,137.8,135.0,1.6,0.6,0.0,137.8,50.9,119.8,135,0,25.4,44.6,32.1,37.1,17.5,29.9,33.0,4.5,14.7,30.3,2.5,4.8,30.1,2.2,14.1,18.0,16.9,2.9,1.9,4.1,4.1,63.2,48.3,36.9,128.3,129.2,128.3,-2.8,0.3,0.0,129.2
